"R" "s" "x1" "y1"
231185.938546487 991.689639387305 17.6876643672585 2458.38456787169
315028.861868502 2004.00896732356 7519.52467951924 88.4473789483309
312757.395956035 2230.00385343896 8461.90085168928 1794.17593870312
309545.190426899 2324.28232591257 -431.206901557744 -9111.21346056461
310805.436406965 1808.28215917354 -6330.55706974119 1647.45330344886
255519.856478134 1158.05348798734 -2795.66811863333 -1734.96386036277
299444.439893028 2508.15659778394 -1524.24938045442 -9924.4136782363
312757.492372038 2230.00028251688 2073.37376661599 8397.83577248454
263952.948562047 1223.48481411045 1128.25434654951 3436.97527423501
296992.285241968 1557.45267898360 2803.74418478459 4482.65242390335
302510.836774658 1638.876932856 3908.39266590774 4141.31422061473
310378.456250066 2303.22042439830 4670.29560357332 7712.22642622888
311013.395494164 2285.91254045616 -6545.61310540885 6073.88171833009
274230.306825008 1311.01697651441 3758.66010785103 -1521.90262451768
309958.791581545 1785.9619113725 -5136.9563350454 3867.05709155649
306811.201302735 2384.19153584463 -3955.15081007034 -8550.51025748253
299897.055933635 1598.47747835625 2160.80538928509 -5049.47911482304
289292.343623967 1462.40426168969 -4525.92965215445 1634.47540719062
234581.075449373 1013.29737757557 -1845.06059624255 1783.98608230054
286813.445473206 2665.07782192493 9648.09627272189 4909.50992330909
307722.059045323 2365.49835614315 -1670.20516935736 9176.73785239458
276888.071450205 1335.39588069296 827.258508652449 -4094.23989243805
224888.950332947 3147.26052614107 -9044.50758360326 -9664.19111471623
298902.828798856 1584.02902520803 -5309.31256245822 1090.49222897738
301156.153284795 2482.53279976137 -8474.05570559204 -5143.08151323348
312396.293897695 1857.08530029034 6453.05159967393 2097.6505568251
274865.005511212 2783.23479176217 8409.5657384023 7720.63675802201
314873.035503353 1985.24770308868 7075.270479545 -2256.00667763501
287799.392665653 1348.70718998357 423.652492463589 -4222.33536373824
315174.648450146 2063.09022528648 7122.9333197698 3216.37952234596
269471.219490126 1269.26290801684 2157.95847587287 -3183.92065819353
307605.534486239 1732.04894477796 5106.33863508701 3445.85559796542
313990.251872045 1923.65401323063 6603.14302425832 -2658.62199943513
313614.538004296 2194.81998000755 -7220.98884172738 4434.82685834169
313915.569315668 1919.77298363588 -6667.81791951507 2435.99821813405
282217.658053012 2713.02178895305 7833.35394691676 7815.06250146776
315125.188035292 2078.82405585799 -7631.68445788324 2018.54584272951
-9 -9 5000 0
312748.431541180 2230.33555607332 8592.31928829104 1011.72015070915
309320.887152550 2329.68107664387 -6057.66254942864 -6855.51205184311
313668.275967222 2192.32470072703 -2853.94485108554 7965.80636873841
275801.167189084 2774.67310157445 -6532.9401474446 -9309.8945217207
293569.588976892 2586.87876996715 6695.56659180671 -8002.8721736744
291777.382710984 2608.69034105386 -5806.64816778153 8800.40970165282
314773.777289930 2124.27181700301 8120.82691118121 92.9713202640414
310235.447170300 2306.95791690989 -8915.24990089238 1464.83515854925
312687.502136745 1867.42589218787 6722.6828681305 1245.74247747660
312659.185800923 2233.60516329259 -5523.64714443684 6680.11929374188
304144.13864143 2433.72492506256 9284.84493400902 -2697.02738150954
281228.875729119 2722.89052374445 8915.31293280423 -6636.88573986292
314300.268546063 1508.32236558998 5021.40402328223 450.945072807372
309072.864848151 1764.46809514290 -5431.31853453815 3236.16564273834
252714.854599632 1137.32886243826 303.121232427657 3172.19474352896
299501.191285803 1592.66994100982 -2811.14268116653 -4684.62024349719
306707.320509474 2386.25743095681 -1762.01043650508 -9265.23052155972
292748.102272101 2596.98443278151 4905.94801027328 9266.35132636875
303334.805901909 1652.46267935214 -5190.89784473181 -2501.76642555743
283918.431092557 2695.69413716241 7822.73833174258 -7702.69975997508
302660.334520168 2458.69166013564 7382.53779709339 6435.0571995601
311979.945467229 2256.80278956117 -2060.26524771005 -8538.9816807583
310207.977105365 1792.33036928047 6113.57712652534 2092.15661510825
259573.0919649 1188.88128549659 -975.366430357099 3303.42185683548
163523.459775542 627.963712490862 271.256966516376 -579.471699893475
309528.510353928 1775.31254982989 -3595.38688790053 -5266.28385297954
276391.266672582 2769.22396444518 -8559.27974451333 7448.03096633404
269259.575568239 1267.45778020811 -2868.07545926422 -2549.29976072162
193784.735312101 777.71719764355 313.769597560167 1352.67131496221
307596.248946001 1731.85430897153 -2038.10501843691 -5812.29334231466
314044.75635692 1926.56344987108 -996.384606696665 7062.8818217665
298020.842811427 1571.57679559379 -3314.28933888674 -4209.79891438037
274332.518904041 1311.93964929726 -2544.73805427551 -3163.14054187387
312578.761768991 1863.49751633436 570.792024955153 6793.55086758733
212098.893404306 3222.39701236793 -9695.61128877103 -9554.12262119353
301257.025037982 1619.02474994468 -2226.86423454434 -5132.88276270032
156926.529737451 597.365747971182 105.711924843490 -475.212805904448
296530.86654902 1551.24644093527 1417.02178865671 5061.62288598716
275135.185655217 2780.77414974152 -9840.14787245542 -5763.65837827325
153340.259260885 580.999247837202 -365.248061716557 -174.973732791841
312187.784057937 2249.99053117795 8711.1540324986 -823.083776049316
266633.194069029 1245.39404318245 143.518950790167 -3724.20586179942
266656.139258761 2854.41581901600 9875.84641203284 -6406.98867384344
293988.147953211 2581.65592942290 -6229.08118646592 -8338.51502276957
270563.57797562 2821.35311433333 -8646.83226216584 -7742.69325658679
252282.130563009 1134.17345574619 2103.8178447634 -2372.41433467716
226256.909892192 961.08255526994 2250.41219033301 -500.572714954615
314209.276182481 2164.20588528435 -7455.30725456774 3695.66292501986
311808.860001593 1837.75360235781 2959.48977582157 5998.41960705817
314495.797173214 1953.9650878214 -3716.61798562855 6247.96868301928
314466.027202347 2148.07974970418 -3695.93502953649 -7365.06862100214
312926.590706490 2223.62447191221 8155.43653443456 2785.83702631295
285728.121399802 1423.26902528333 -4451.7965381965 -1221.53588104993
300988.003786466 2485.11678453084 -9214.3722390756 -3689.52035438269
261638.40096328 1205.02190137479 2324.65628534555 -2649.97550752014
313484.829738448 1899.32727468440 -840.027895756066 6946.02574687451
311036.28723889 1814.73524811085 1805.55976927280 6320.8522554487
305569.035536611 2408.11477607772 5713.98163214326 7640.22014569491
265156.724478768 1233.25217664829 -2780.48945590854 2389.63328767568
312291.61153011 2246.4989726823 7984.61775295436 -3535.86564771831
292493.521668873 2600.07851962094 -4675.29612127692 9402.11948938668
289394.484304747 2636.43573896609 7811.21618114412 -7286.55223269016
314274.395466838 1939.66085414131 7001.49545446038 1671.71940673143
311533.097301794 1581.15148019826 5380.81027567387 -518.74257158488
314580.488957303 2139.96377364969 2986.84991896152 7636.47543266416
310853.381092959 2290.39187193806 8467.19945315272 -2905.87504860014
314974.25162354 1996.67728733336 -6128.11479251832 -4295.02987768501
311924.609149167 2258.57902901405 3583.14073178917 -8029.70158401877
240540.989960793 1052.35938308288 1127.86679994315 -2520.99954057485
313460.347827504 2201.75208609201 -1547.24786058068 -8366.90074764192
311730.280272625 2264.70040296111 -7851.0914137587 4026.72961819917
308072.69696301 1741.99993426430 5293.69623865932 -3246.67153414339
311563.963332525 1830.19594582221 5235.93608755618 -4101.2808540836
229933.085266319 983.82668867467 -633.308882825077 -2334.76475812495
295104.846477574 2567.46373170721 5240.88816717267 8910.28889920563
302429.313149689 1637.55708515705 -4318.60643904656 -3701.42424944788
293045.600715377 2593.34641233285 8568.3967685327 -6011.24420296401
299889.357904522 2501.63616766122 8939.35658968985 4500.17638038844
272440.094275451 1295.03946483233 -3858.59630536288 -955.734439194202
312890.798640697 2224.99338499129 6752.21765879542 -5366.34057294577
228996.508737639 3122.01362716688 9806.51022866368 -8700.9334936738
243459.922788082 1072.05946184908 1109.69711095095 -2636.26118190587
303921.089536741 2437.58070924233 -9062.82446347177 -3423.54901600629
265984.154848549 2859.96580299377 -7071.98813091964 9445.78999653459
303596.235404223 1656.87127475805 -3228.49510237575 -4799.54143986106
313796.84092001 1913.83054282793 6853.91974635422 -1731.09913244843
223288.574676255 943.05871686137 2207.92145468295 180.578278377652
303548.576087464 2443.93610162962 -2425.36266800016 -9412.21573855728
308964.791810960 2338.04416765581 8654.24021147192 3092.61789079756
314902.577276021 1988.36421775414 4012.41056621075 6267.4765707925
315024.852225928 2096.56862664534 4481.28021322191 -6606.35392181575
313379.57456189 1894.73998419382 -3790.96526652575 5853.29590365291
306080.379442847 2398.46559958677 -4187.24476359785 -8518.87739729136
310683.849463512 2295.04830915523 247.483924031258 -8971.82882763445
276089.520887198 1327.98449589314 -3350.30796937644 -2431.95284623653
296505.873928318 1550.91248500646 -5017.96615775675 -1558.98746568710
302205.470752485 2466.04533803445 -9741.17917008698 1320.14588452876
307259.106184584 2375.13369179290 9372.19735700637 -255.099497735500
299782.302871171 2503.21366747307 7689.99952357262 -6417.59552061558
313161.904264253 1885.65906431054 -662.988475523889 -6896.50073181838
312163.408145973 2250.80145597172 8670.4349052161 -1206.73195458949
315174.710231102 2063.05872321384 7801.88074801117 -457.680127583444
272339.34256221 2805.84969791434 -7252.6518208906 -8962.28834055364
281270.217450955 2722.48080566457 -7725.65885912627 7987.4725965783
302504.705577761 2461.22247704844 -9287.02696226537 3148.16935919225
299381.157052496 1590.92349297743 3345.70440929383 -4308.02898015827
304102.926090702 2434.44026686943 1458.01313221455 9561.67748663574
313196.355575546 2212.93738774774 7744.17624808848 -3658.08646660298
211546.032299249 874.46342634097 -1833.64513795823 378.572251647711
306049.814413073 2399.04986438287 9413.46276551485 1243.57486609370
257837.852413103 1175.55047725710 2662.30558510870 2078.78333516419
294173.024882169 1520.66739985990 -4879.33868542314 1495.36033160985
312403.773108901 2242.65606283733 2465.49358591437 -8357.18823596835
307871.809867248 2362.31800316883 456.625577062368 9300.38718041033
260266.231777074 1194.2643069816 -3330.86439874023 -977.453608065844
249369.837243578 1113.21355862059 -418.002395890653 -3037.44065109640
303856.543685974 1661.31064135953 2719.00851279497 -5130.59965800494
297097.018226483 2541.1277060469 -3765.94835892320 -9485.3935483843
306556.01382379 1710.75601353971 -4172.74860665202 4385.93458384275
315187.205928514 2048.01986032091 5415.43066501617 -5530.12187127024
310955.408884822 1812.4544642901 2307.04833753407 6143.3660145849
297212.182669656 1454.67244938469 4708.79636239260 782.447415404022
270080.429560462 1274.48236263738 -3392.72764977068 1866.80806335062
315036.471008219 2094.87449041954 -5918.65117195994 -5344.17293034494
314925.437841672 1990.88856192714 -5239.9761043489 5302.0154684782
303386.20169408 2446.67448125502 -9690.9313229844 -907.95841999352
254924.391676964 1153.61386056353 -2953.53858266026 -1398.88770412654
314830.170184626 2119.0246154522 -6979.08887639642 4101.62603016943
304231.471298767 1667.79536543481 1970.45624256134 5496.44908867776
173935.248459578 677.6431390224 -810.536202043295 -363.260493613780
268576.849209416 1261.66292496518 2827.13153399527 -2551.58530548215
277485.731248624 1340.99347674485 -2882.04511161894 3061.95471435785
282118.836994407 2714.01468864871 -8123.80455434322 7519.99505329877
308658.871632265 1754.96037853117 4749.75767079741 -4100.35862587392
310164.404020415 1791.20546168605 3072.72101286799 5677.9110757634
263456.596196787 1219.49088864550 -1921.04087211192 -3041.59176070243
314805.36616712 1978.61990633422 6961.4106696099 2489.31359499693
287139.564369144 2661.53288961272 8721.37776110321 -6383.03852174431
315057.488314116 2091.63519118637 -6996.25296052545 3792.75744780898
311579.274251756 2269.33918173288 -7681.23858608305 -4388.91812227666
253258.800756241 2958.68916022850 -9175.57348497212 8181.5439183265
311244.842890969 2279.27878544198 -4196.70151546597 7844.33051943779
301007.669204644 2484.81537530858 6485.50393991172 -7511.69358380139
160219.561963180 612.558114627147 554.44014724344 96.588572487235
314630.567480889 2136.17288971298 -7120.46960368752 -4028.08338403702
305648.299592635 1693.36385662013 4188.0141524598 -4250.11409446597
301675.490402265 2474.45273938308 -2693.4305857867 9497.73774016649
305385.186432183 1688.4788882547 -5019.83898691833 -3180.13651296496
211438.332337512 873.852800241466 1748.44515044242 661.125904880464
298457.674487167 1577.70312284422 -4447.72056303918 3042.01944731176
314851.232565715 2116.95943391685 -6846.22562956065 4300.36508943886
292958.8608509 2594.40963926196 -7016.33794233203 -7773.98194652051
305158.87207232 1684.32932981201 -2080.47591615468 5544.14276499301
286203.359204805 2671.65521843109 -7975.66819936037 -7368.23428422213
315177.516911163 2038.46276241194 7132.12285656482 -2881.75560068339
298486.885538364 2521.88437088812 -9379.02965117246 -3772.82560337335
314273.2704225 1939.59290013772 -5421.92110326141 -4734.28606055677
268781.507585649 2836.60445302876 9226.04829072952 -7167.49901883304
283372.724554537 2701.30408100941 8314.71857149154 7211.7228526622
314119.289534875 2169.34322855390 -1908.65176729858 8125.5595991388
187139.638697867 743.361252158128 -932.02808406204 -782.266659662127
259784.081763404 2909.48370732354 -8262.6693462953 8767.47333444655
288739.278719191 1456.16252188769 -4056.06257729232 2530.71641549468
306828.464568667 1716.15302045532 -5645.75084485114 -2258.58398713171
230696.186026347 988.60900089456 1811.36865634471 -1639.33293893933
314096.574077636 1929.39453177879 -4270.99595312029 -5730.42858392
314325.761706598 1942.80931051611 4673.93579427153 5495.16076687723
291012.683254735 2617.74192194770 -9484.90746784955 -4707.15429168195
310054.373278625 1459.99235090889 -4774.52670689672 493.485126644373
293401.212264232 2588.96552438622 -7106.97339847684 -7654.10694759339
294884.709653428 2570.29210188858 -7873.529586941 6720.13887669891
242792.140592888 3032.48229437558 -9316.53073988855 8575.48361644149
302903.735909898 2454.70176822119 472.429362125695 -9762.08407897502
300590.810710797 2491.16042870597 9541.1334745586 -2843.37270539254
299301.683448053 2510.22916830563 5568.25686246157 8367.79829114676
303023.684908116 1647.27900324775 -2024.18538276106 5367.39241331816
285581.919194581 2678.28423297548 8695.25585323572 -6558.62642917782
261354.827034559 1202.78752790546 -264.069875702262 3504.00126073509
315187.487637124 2050.40600288706 -1237.16959729791 -7652.67147682607
301972.630302890 1630.24023224215 -1653.97933218628 -5403.74193806201
315112.993715791 2081.51852031397 -7357.7419994399 -2897.18025363982
237796.682274039 1034.18625246580 1682.11531359702 2074.69561137259
309370.359254898 2328.49932962462 7498.5862383619 -5230.33931851387
226602.762802294 963.202029214838 -576.744447462261 -2243.04900504649
289027.342494681 2640.59470034103 7394.7238875553 -7737.68055718392
234881.701772132 3084.76759534283 -9495.4655598849 -8767.08171796054
274438.474405013 1312.89733329305 3862.04161681235 -1266.76217652857
295145.313867146 2566.94211323712 9832.84797985107 3181.40583578497
305775.333728671 2404.2535113226 277.177942916751 -9517.2321749851
310252.190455251 2306.52315151526 3799.79704041034 -8194.49143484235
235570.094229787 1019.67703593994 -2364.69011288136 -1076.96156483144
310091.998301318 1789.34693048211 6444.12768539041 -183.319537900388
304616.107838634 2425.43560764114 7774.9403193593 5677.39905323833
286225.977184255 2671.41261456721 8586.41881495714 -6644.48873139918
315101.496366838 2083.86318220167 -3366.61351844668 -7168.08746568859
304360.382249943 1670.05056915327 1805.78670930117 -5564.58378676325
315135.253030482 2076.39367841447 7866.64702463895 491.213114000857
310849.417437472 1809.49823112146 -472.719273529947 6530.4040396586
297184.766695555 1405.54757710621 -4490.32275006175 580.871724523604
266684.544871413 2854.18037055201 6765.75330551714 9632.17071257532
314193.599435736 1934.88263587312 5944.20198816806 4017.29600504041
314102.440042451 2170.28078026291 -7118.16139053553 -4367.80557502061
300805.244541144 1612.09201181289 -1139.95257299393 5442.3546558246
300832.562870366 2487.49189904324 2539.07218575478 9607.6122764498
-9 -9 0 -5000
257943.446669737 2923.64411770669 -7356.8926146254 9629.50680404902
311477.122195297 2272.42235513254 -7263.1485434249 5077.76509504765
292186.102761229 2603.79174471722 -8610.80578528345 -6041.73123836517
307773.544513169 2364.408555584 2907.64080360532 8856.98066558689
307550.754909731 1494.27466281815 4957.56533928216 -370.268193073571
313904.377202384 2180.79871546851 5635.40117349476 6234.52978674322
279543.212099623 2739.38898453996 -6398.76452740282 9188.4377412498
307726.52352713 2365.40400489679 -8918.74811146408 2729.32861000299
313455.511170729 2201.96441817177 7563.56883328408 -3899.93570744991
241256.371802486 3042.8486168429 9164.62197899818 -8812.5865207985
308376.234471866 2351.35838084987 4554.4666191563 8058.84794332087
299682.426436232 2504.68045282767 -6368.85548010468 7739.91426452994
312513.552766441 2238.81903977298 5208.61164201051 6961.15335915238
310330.525504013 2304.47919354339 952.006867155433 -8972.02942054719
291524.959502519 2611.69434745813 -9125.4725959152 5311.03335786611
315187.28290779 2051.70134147148 -5649.58561677486 5317.57545191795
315098.666569983 2015.58422260714 6429.83363009989 4010.25284547359
289822.716365323 1468.45282639409 2761.59444823861 3977.57690399885
278507.299891755 1350.66507682184 2996.64488993585 3018.42611748725
313924.196448756 1920.21538091933 -3444.35382634401 6209.80836451054
314467.314593635 2147.99220420453 7996.64901569486 -1987.60211002082
238977.784385617 3058.03251015287 9672.36182186753 -8368.61248128116
311474.329125985 1827.49394393214 4035.2130914107 -5270.01514099538
301918.68307676 2470.61569035943 -1156.13244939595 -9785.0147029385
313471.124081142 2201.27793048375 7881.48742169142 3200.12826938182
310807.839315644 1808.34844136358 5320.49342058599 -3806.1451446265
265419.412368738 2864.6008235634 -8318.9389994368 8401.11184865236
305925.469898018 1698.58324642513 -4816.52163434774 -3565.97312260419
309638.544836548 2322.00380299919 7219.83870957047 5555.75156584382
315165.183526488 2032.75027593952 -5069.80520207435 5747.18717485666
314732.628399007 2127.87781892106 7774.10496026278 2411.00537125021
269153.426197676 2833.44601007195 -9861.20449844748 6235.4553071782
282127.853564991 2713.92415666258 -7621.38975784183 8028.13318558037
311025.765377593 2285.56271981241 -8919.1696466878 -392.770254984498
285550.733924506 1421.38495006357 -3459.03248526156 3042.83583536744
233211.649865005 3095.47182416996 9655.29239736497 -8671.05405777693
312314.099598751 2245.73452774099 -6596.9656361267 5715.74758272618
299696.508672517 2504.47392778147 9997.75083269924 -702.048051171005
299516.401558772 2507.10827953164 6730.88353127241 -7443.6078639701
247166.812491333 3002.33528765638 -8723.37481938303 -8969.10135168582
274722.155997035 2784.5324499568 6281.03137481958 9540.74723180383
235051.914459999 1016.32961062693 812.020557932556 -2450.61814319342
312355.136738163 2244.33178713521 -4188.49123176187 -7650.08992049843
313485.718159931 2200.63341108216 8470.5691318959 743.847130797803
291491.544757008 2612.09080218996 -8442.88962893188 6343.56395341456
297799.039582782 2531.50403829692 9674.64352492243 -3094.59029696882
301028.979940908 1615.51148754593 5323.37326556444 1664.58524763584
312868.823763986 2225.82856180624 -5113.22093196213 -6951.04864891618
314654.557945675 1965.70353472613 7074.8827047646 1911.33618354797
315155.023923457 2029.19100305374 4642.8301371634 6074.92851093411
273643.988244381 1305.74635367039 3694.33072861284 -1607.04702138901
180692.616658336 710.871510562866 1024.71008431166 -248.272214084864
258687.250458424 1182.05031219872 2682.44958017021 -2105.77300749719
314177.105990851 1933.93139906940 -6776.33446641266 -2342.06588938832
205485.858942701 3259.41661450083 -9882.08897877485 9628.28223127872
287389.045684683 1441.19292256286 -2142.03353505582 4190.20229484886
315149.855637374 2027.59632094924 4735.50961352885 -5992.80499387532
265300.97929012 1234.43049991735 -1461.84667013586 -3368.63596923649
309683.802131305 1779.10769990774 6339.5473966375 -844.423770904541
170616.666798556 661.61564782925 765.77846892178 258.018947206438
309316.140400619 2329.79420054463 643.254751339555 -9126.32969673723
307049.946010913 2379.39447453546 -9134.23154968768 -2206.55926037580
330285.893738567 1686.98999510154 354.680842719972 5924.34238642454
309902.391700938 1784.54169695758 6337.21564430743 1044.45304255933
264668.261101953 1229.27480118254 -1159.17961113155 -3457.21651334316
299291.474775787 2510.37702265589 -6915.00001586974 7295.42110580951
263482.027218825 2880.30494623903 9848.97447749972 -6681.61602225155
306424.183918889 2391.82483001505 6427.31356900185 6940.0770869106
271288.451581047 1284.93748909907 2895.57606447488 2649.30383302271
295951.994178679 1543.56796018524 -4849.65180978179 1925.28686486185
314481.813638237 1952.99921912594 -5542.65133105218 -4696.72061037272
200943.859384660 815.80044500986 1531.03407006711 386.241767555475
305513.893305878 1690.86016290547 -5936.43617350608 460.894508287311
292687.565119937 2597.72176488997 9746.08472082764 -3876.17694213986
315182.648621168 2041.95729827126 -4402.39786636084 -6329.2733207345
300184.729220847 1602.74510207037 -1518.52287817746 -5300.49594584852
260482.719964775 1195.95253812430 -1317.06817075610 -3220.88183835149
314436.010307211 2150.09926358632 7135.21793950349 4142.38511584699
279084.052811020 2743.81502999940 -9797.14066255838 -5466.59693587571
300666.388351722 2490.01684283337 7294.42451614887 -6767.24071148783
315187.468512588 2050.64794456414 -7729.82035763562 602.165623567998
288419.226705164 2647.41971058697 4266.84038247913 -9852.88579482585
304112.780553586 2434.26934037493 -6392.84900389612 7257.16395303607
307492.768730034 2370.30675442905 3183.97475406528 -8792.80891735107
314544.322592585 1957.39493121035 4921.15835193545 -5374.21623244882
312965.666287614 2222.11754558580 3910.66542826593 7671.3047735393
289617.156253211 1466.10110753329 4379.94874082506 2037.11383510381
241935.199483642 1061.72000919876 -1734.69440080225 -2208.86159688234
310367.81983495 1796.49969980163 -2295.04799935967 -6062.63486202806
310249.725276898 1793.4127900537 2676.80912744254 -5887.07134593278
314595.462238515 2138.84726681105 1964.52031377703 7955.26046305895
314674.18196391 1967.27007505626 2841.93865023553 6763.53617105633
291516.949868166 2611.78940457357 8082.6439615339 6794.27912458777
